"고유번호","노선","노선명칭","역명칭","역 이미지","운행방향1","운행방향2","엘레베이터 동영상","엘리베이터 자막","지아철 팝업 이미지","사용여부","편의시설 아이콘 이미지 목록","출구정보","전화번호안내","코스1 첫차","코스1 막차","코스2 첫차","코스2 막차"
"222","5","5호선","마곡","<img src='https://wis.eseoul.go.kr/images/disable/subway/' alt='마곡 이미지' NAME='stationImg' ID='stationImg'/>","방화","상일도마천","http://wis.seoul.go.kr/rest/file/thumbnail/291l6p6v8u542h2kyxd7j1qowbv8lw3x/1","승강기 위치는 마곡역 1번 출구쪽에 있습니다.    1번출구 엘리베이터를 이용하십시오.    엘리베이터에 내리셔서 직진하시면 좌측에 개찰구가 보입니다.    개찰구에서 좌측으로 직진하시면 엘리베이터가 보입니다.    엘리베이터를 이용하시어 승강장으로 내려오십시오.    승강장에 내리시면 발산 방면 승강장 위치입니다","<img src='https://wis.eseoul.go.kr/images/disable/subway/' alt='마곡 이미지' NAME='stationBigImg' ID='stationBigImg'/>","Y","","||1@마곡동 가양동 공항동 발산동 ||","긴급전화(역무실) : 02-6311-5141","마곡 : 05시52분","마곡 : 24시51분","마곡 : 05시38분","마곡 : 24시45분"
"110","2","2호선","구로디지털단지","<img src='https://wis.eseoul.go.kr/images/disable/subway/2_110_M.jpg' alt='구로디지털단지 이미지' NAME='stationImg' ID='stationImg'/>","시청","시청","http://wis.seoul.go.kr/rest/file/thumbnail/xmdsbwbdn5162wt1qrc3y0ledhvywd7m/1","승강기 위치는 1번출구 쪽에 있습니다.      승강기를 이용하여 2층 대합실로 올라가십시오.      좌측으로 이동하신 후 개찰구를 통과하십시오.      좌 우측 승강기를 이용하여 3층 승강장으로 올라가십시오","<img src='https://wis.eseoul.go.kr/images/disable/subway/20130228172255.jpg' alt='구로디지털단지 이미지' NAME='stationBigImg' ID='stationBigImg'/>","Y","<img src='http://wis.seoul.go.kr/images/disable/subway/20081021143830.jpg' alt='엘리베이터 이미지' /><img src='http://wis.seoul.go.kr/images/disable/subway/20081021143901.jpg' alt='화장실 이미지' />","||1@시흥.안양방면 금천세무서 금천경찰서 구로디지털단지 헌혈의 집 한국원자력문화재단 연희미용고등학교 강남아파트 미성아파트||||2@구로동 구로디지털단지우체국 서울시창업지원센터 한국산업기술시험원 기업은행||||3@구로1디지털단지 한국산업단지공단 서울지방고용노동청 관악지청 한국지역정보개발원(한국지역정보센터) 근로복지공단 서울관악지사 서울디자인재단 구로중소기업센터 서울관악고용센터 현대아파트||||4@대림2동||||5@대림우체국 영림초등학교||||6@신대방 방면 대림중학교 한국광물자원공사 무림아파트||","긴급전화(역무실) : 02-6110-2321","구로디지털단지 : 05시38분","구로디지털단지 : 23시29분","구로디지털단지 : 05시35분","구로디지털단지 : 23시24분"
"268","5","5호선","마천","<img src='https://wis.eseoul.go.kr/images/disable/subway/5_268_M.jpg' alt='마천 이미지' NAME='stationImg' ID='stationImg'/>","방화","상일도마천","http://wis.seoul.go.kr/rest/file/thumbnail/660bfexvw3lkrvx2fya1kcaijb01oni1/1","승강기 위치는 정경철치과 주변 1번출구 쪽에 있습니다.    1번출구 장애인리프트를 이용하십시오.    장애인리프트에 내리셔서 직진하시면 좌측에 장애인리프트가 보입니다.    장애인리프트를 이용하시어 지하2층 대합실로 내려오십시오.    장애인리프트에 내리셔서 우측으로 도시면 개찰구가 보입니다.    개찰구에서 우측으로 직진하시면 장애인리프트가 보입니다.    장애인리프트를 이용하시어 승강장으로 내려오십시오.    승강장에 내리시면 거여 방면 승강장 위치입니다.","<img src='https://wis.eseoul.go.kr/images/disable/subway/' alt='마천 이미지' NAME='stationBigImg' ID='stationBigImg'/>","Y","","||1@거여동소방파출소 마천초등교 송파농협 조흥은행 제일은행 ||","긴급전화(역무실) : 02-6311-5601","마천 : 05시32분","마천 : 24시29분","",""
"269","6","6호선","봉화산","<img src='https://wis.eseoul.go.kr/images/disable/subway/6_269_M.jpg' alt='봉화산 이미지' NAME='stationImg' ID='stationImg'/>","응암","봉화산","http://wis.seoul.go.kr/rest/file/thumbnail/qvyi580vnetak0ba59zyjz3z1kk7f666/1","승강기 위치는 봉호산 주차장 주변 2번출구에 있습니다.    2번출구 엘리베이터를 이용하시어 지하1층 대합실에 내리십시오.    지하1층에 내리셔서 직진하시면 우측에 개찰구가 보입니다.    개찰구에서 직진하시면 우측에 장애인리프트가 보입니다.    장애인리프트를 이용하시어 승강장으로 내려오십시오.    승강장에 내리시면 화랑대 방면 승강장입니다.","<img src='https://wis.eseoul.go.kr/images/disable/subway/' alt='봉화산 이미지' NAME='stationBigImg' ID='stationBigImg'/>","Y","<img src='http://wis.seoul.go.kr/images/disable/subway/20081021143442.jpg' alt='에스켈레이터 이미지' /><img src='http://wis.seoul.go.kr/images/disable/subway/20081021143830.jpg' alt='엘리베이터 이미지' /><img src='http://wis.seoul.go.kr/images/disable/subway/20081021143901.jpg' alt='화장실 이미지' /><img src='http://wis.seoul.go.kr/images/disable/subway/20081021143945.jpg' alt='휠체어리프트 이미지' />","||1@공릉동 근린공원||||2@신내제1동 봉화산역환승주차장 신내전화국||||3@신내제2동 중랑소방서 봉화초등학교 신내2동파출소||||4@중랑구립정보도서관 중랑구민체육센터 금성초등학교 신내동우체국||||5@묵제1동 태릉고교||","긴급전화(역무실) : 02-6311-6471","봉화산 : 05시30분","봉화산 : 24시45분","",""
"273","6","6호선","돌곶이","<img src='https://wis.eseoul.go.kr/images/disable/subway/6_273_M.jpg' alt='돌곶이 이미지' NAME='stationImg' ID='stationImg'/>","응암","봉화산","http://wis.seoul.go.kr/rest/file/thumbnail/ds3givaf1zk94r2l9o1mgnzcrxqaarru/1","승강기 위치는 기업은행 주변 3번출구에 있습니다.    3번출구 엘리베이터를 이용하시어 지하1층 대합실에 내리십시오.    지하1층에 내리셔서 좌측으로 직진하시면 우측에 개찰구가 보입니다.    개찰구에서 직진하신후 우측으로 직진하시면 엘리베이터가 보입니다.    엘리베이터를 이용하시어 승강장으로 내려오십시오.    승강장에 내리시면 상월곡 방면 승강장입니다","<img src='https://wis.eseoul.go.kr/images/disable/subway/' alt='돌곶이 이미지' NAME='stationBigImg' ID='stationBigImg'/>","Y","<img src='http://wis.seoul.go.kr/images/disable/subway/20081021143442.jpg' alt='에스켈레이터 이미지' /><img src='http://wis.seoul.go.kr/images/disable/subway/20081021143830.jpg' alt='엘리베이터 이미지' /><img src='http://wis.seoul.go.kr/images/disable/subway/20081021143901.jpg' alt='화장실 이미지' />","||1@장위제2동 장위2파출소||||2@장위2동사무소 장위초등학교||||3@장위동우체국 장위종합사회복지관 장위3파출소 장위3동사무소||||4@장위제3동 장석시장 장위소방파출소||||5@석관1동사무소 석관1파출소||||6@석관초등학교 석관시장||||7@이문로 석관2동사무소 석관동||||8@석관제2동 석관2파출소||","긴급전화(역무실) : 02-6311-6431","돌곶이 : 05시37분","돌곶이 : 24시52분","돌곶이 : 05시37분","돌곶이 : 24시52분"
"289","6","6호선","효창공원앞","<img src='https://wis.eseoul.go.kr/images/disable/subway/6_289_M.jpg' alt='효창공원앞 이미지' NAME='stationImg' ID='stationImg'/>","응암","봉화산","http://wis.seoul.go.kr/rest/file/thumbnail/ox3owyoqexjin8u6568045a0dw1iry0b/1","승강기 위치는 은정형외과의원 주변 1번출구에 있습니다.    1번출구 장애인리프트를 이용하시어 지하1층 대합실에 내리십시오.    지하1층에 내리셔서 직진하시면 좌측에 개찰구가 보입니다.    개찰구에서 직진하시면 우측에 엘리베이터가 보입니다.    엘리베이터를 타셔서 지하2층 대합실에 내리십시오.    지하2층 대합실에 내리셔서 직진하시면 엘리베이터가 보입니다.    엘리베이터를 타셔서 승강장으로 내려오십시오.    승강장에 내리시면 공덕 삼각지 방면 승강장입니다.","<img src='https://wis.eseoul.go.kr/images/disable/subway/' alt='효창공원앞 이미지' NAME='stationBigImg' ID='stationBigImg'/>","Y","<img src='http://wis.seoul.go.kr/images/disable/subway/20081021143442.jpg' alt='에스켈레이터 이미지' /><img src='http://wis.seoul.go.kr/images/disable/subway/20081021143830.jpg' alt='엘리베이터 이미지' /><img src='http://wis.seoul.go.kr/images/disable/subway/20081021143901.jpg' alt='화장실 이미지' /><img src='http://wis.seoul.go.kr/images/disable/subway/20081021143945.jpg' alt='휠체어리프트 이미지' />","||1@금양초둥학교 효창공원 효창운동장 효창동사무소 이광자동차고등학교 숙명여자대학교||||2@용산구청 용산구보건소 용산종합사회복지관 용산경찰서 원효1가파출소 원효로1동사무소 선린중학교 선린인터넷고등학교 원효로2가우체국||||3@원효전화국 남정초등학교 용문시장 용문동우체국 원효로2가파출소 한국통신조달본부 정보통신부전파연구소 용산전자상가 한강로1동사무소 용산등기소||||4@용문동 용문동사무소||","긴급전화(역무실) : 02-6311-6271","효창공원앞 : 05시43분","효창공원앞 : 24시57분","효창공원앞 : 05시35분","효창공원앞 : 24시42분"
"228","5","5호선","목동","<img src='https://wis.eseoul.go.kr/images/disable/subway/5_228_M.jpg' alt='목동 이미지' NAME='stationImg' ID='stationImg'/>","방화","상일도마천","http://wis.seoul.go.kr/rest/file/thumbnail/d3s2shwn133orgkb7vwctb60x5xpwixv/1","승강기 위치는 목동7단지아파트 주변 5번출구 쪽에 있습니다.    5번출구 엘리베이터를 이용하십시오.    엘리베이터에 내리셔서 직진하시면 우측에 개찰구가 보입니다.    개찰구에서 좌측으로 직진하시면 엘리베이터가 보입니다.    엘리베이터를 이용하시어 승강장으로 내려오십시오.    승강장에 내리시면 신정 방면 승강장 위치입니다","<img src='https://wis.eseoul.go.kr/images/disable/subway/' alt='목동 이미지' NAME='stationBigImg' ID='stationBigImg'/>","Y","<img src='http://wis.seoul.go.kr/images/disable/subway/20081021143442.jpg' alt='에스켈레이터 이미지' /><img src='http://wis.seoul.go.kr/images/disable/subway/20081021143830.jpg' alt='엘리베이터 이미지' /><img src='http://wis.seoul.go.kr/images/disable/subway/20081021143901.jpg' alt='화장실 이미지' />","||1@수협 ||||2@농협 홍익병원 ||||3@목동사거리 등촌동 ||||4@조흥은행 ||||5@산돌교회 ||||6@진명여고 ||||7@제일은행 ||||8@국민은행 주택은행 ||","긴급전화(역무실) : 02-6311-5201","목동 : 05시40분","목동 : 24시39분","목동 : 05시42분","목동 : 24시34분"
"127","2","2호선","성내","<img src='https://wis.eseoul.go.kr/images/disable/subway/2_127_M.jpg' alt='성내 이미지' NAME='stationImg' ID='stationImg'/>","시청","시청","","","<img src='https://wis.eseoul.go.kr/images/disable/subway/' alt='성내 이미지' NAME='stationBigImg' ID='stationBigImg'/>","Y","<img src='http://wis.seoul.go.kr/images/disable/subway/20081021143830.jpg' alt='엘리베이터 이미지' /><img src='http://wis.seoul.go.kr/images/disable/subway/20081021143901.jpg' alt='화장실 이미지' />","||1@시영아파트단지||||2@시영아파트미성상가국민은행||||3@장미아파트상업은행중소기업은행보람은행||||4@장미아파트(12차)단지||","긴급전화(역무실) : 02-6110-2151","성내 : 05시38분","성내 : 24시52분","성내 : 05시39분","성내 : 24시51분"
"132","3","3호선","주엽","<img src='https://wis.eseoul.go.kr/images/disable/subway/' alt='주엽 이미지' NAME='stationImg' ID='stationImg'/>","대화","수서","","","<img src='https://wis.eseoul.go.kr/images/disable/subway/' alt='주엽 이미지' NAME='stationBigImg' ID='stationBigImg'/>","Y","","||1@고양농협한국학원서광백화점레이크다운||||2@주엽초등교주엽공고호수공원||||3@우체국한수초중교평화은행||||4@하나은행일산농협대한투자신탁||||5@조흥은행국민은행그랜드백화점||||6@주엽2동사무소문춘오마초교주엽2동파출소고향YMCA||||7@강서문화신일초등교주엽1동사무소주엽1동파출소일산정보산업고||||8@상업은행주택은행발산중학교태영프라자||","긴급전화(역무실) : 031-916-7799","주엽 : 05시39분","주엽 : 24시58분","주엽 : 05시16분","주엽 : 24시38분"
"299","6","6호선","증산","<img src='https://wis.eseoul.go.kr/images/disable/subway/6_299_M.jpg' alt='증산 이미지' NAME='stationImg' ID='stationImg'/>","응암","봉화산","","","<img src='https://wis.eseoul.go.kr/images/disable/subway/' alt='증산 이미지' NAME='stationBigImg' ID='stationBigImg'/>","Y","<img src='http://wis.seoul.go.kr/images/disable/subway/20081021143442.jpg' alt='에스켈레이터 이미지' /><img src='http://wis.seoul.go.kr/images/disable/subway/20081021143830.jpg' alt='엘리베이터 이미지' /><img src='http://wis.seoul.go.kr/images/disable/subway/20081021143901.jpg' alt='화장실 이미지' />","||1@북가좌제2동 북가좌2동사무소 북가좌2파출소 북가좌소방파출소 은평전화국 풍원시장||||2@북가좌제1동 북가좌초등학교||||3@증산동사무소 증산파출소 증산종합시장 증산초등학교 증산중학교||||4@연서중학교 상신중학교||","긴급전화(역무실) : 02-6311-6171","증산 : 05시44분","증산 : 24시57분","증산 : 05시31분","증산 : 24시42분"
"300","6","6호선","새절","<img src='https://wis.eseoul.go.kr/images/disable/subway/6_300_M.jpg' alt='새절 이미지' NAME='stationImg' ID='stationImg'/>","응암","봉화산","http://wis.seoul.go.kr/rest/file/thumbnail/binnh5nyqoufjou93g8l7kq7hjcpf902/1","승강기 위치는 새절역 2번출구에 있습니다.    2번출구 엘리베이터를 이용하시어 지하1층 대합실에 내리십시오.    지하1층에 내리셔서 직진하시면 개찰구가 보입니다.    개찰구에서 직진하시면 장애인리프트가 보입니다.    장애인리프트를 이용하시어 지하2층 승강장으로 내려오십시오.    지하2층 승강장에 내리시면 증산 방면 승강장입니다.","<img src='https://wis.eseoul.go.kr/images/disable/subway/' alt='새절 이미지' NAME='stationBigImg' ID='stationBigImg'/>","Y","<img src='http://wis.seoul.go.kr/images/disable/subway/20081021143442.jpg' alt='에스켈레이터 이미지' /><img src='http://wis.seoul.go.kr/images/disable/subway/20081021143830.jpg' alt='엘리베이터 이미지' /><img src='http://wis.seoul.go.kr/images/disable/subway/20081021143901.jpg' alt='화장실 이미지' />","||1@응암제3동 응암3동사무소 응암파출소 응암우체국 응암시장 연은초등학교 응암초등학교||||2@응암제4동 대림시장 응암4파출소 응암4동사무소||||3@신사제2동 연서중학교 상신중학교||||4@신사제1동 신사2동사무소 신사2파출소 신사초등학교||","긴급전화(역무실) : 02-6311-6161","새절 : 05시46분","새절 : 24시40분","새절 : 05시30분","새절 : 24시40분"
"306","7","7호선","온수","<img src='https://wis.eseoul.go.kr/images/disable/subway/7_306_M.jpg' alt='온수 이미지' NAME='stationImg' ID='stationImg'/>","장암","온수","","","<img src='https://wis.eseoul.go.kr/images/disable/subway/' alt='온수 이미지' NAME='stationBigImg' ID='stationBigImg'/>","Y","<img src='http://wis.seoul.go.kr/images/disable/subway/20081021143442.jpg' alt='에스켈레이터 이미지' /><img src='http://wis.seoul.go.kr/images/disable/subway/20081021143830.jpg' alt='엘리베이터 이미지' /><img src='http://wis.seoul.go.kr/images/disable/subway/20081021143901.jpg' alt='화장실 이미지' /><img src='http://wis.seoul.go.kr/images/disable/subway/20081021143945.jpg' alt='휠체어리프트 이미지' /><img src='http://wis.seoul.go.kr/images/disable/subway/20081124113535.gif' alt='수평보행기 이미지' />","||2@성공회대학교 오정초등학교 서울럭비구장||||4@유한대학 유한공고||||5@온수공단 동곡초등학교 역곡동||||6@온수초등학교 우신중고교 수궁동||","긴급전화(역무실) : 02-6311-7501","온수 : 05시30분","온수 : 24시26분","",""
"381","9","분당선","미금","<img src='https://wis.eseoul.go.kr/images/disable/subway/' alt='미금 이미지' NAME='stationImg' ID='stationImg'/>","선릉","보정","","","<img src='https://wis.eseoul.go.kr/images/disable/subway/' alt='미금 이미지' NAME='stationBigImg' ID='stationBigImg'/>","Y","","||1@국민은행 대원성원아파트 ||||2@조흥은행 주택은행 제일은행  ||||3@농협 대우롯데아파트 선경아파트  ||||4@신원아파트 건영빌라23단지  ||||5@건영빌라56단지  ||||6@동원동  ||||7@풍덕천 수지수원방면 ||||8@동사무소 파출소 서광아파트 ||","긴급전화(역무실) : 031-713-3235","미금 : 05시08분","미금 : 23시33분","미금 : 06시03분","미금 : 24시31분"
"385","10","중앙선","이촌","<img src='https://wis.eseoul.go.kr/images/disable/subway/4_192_M.jpg' alt='이촌 이미지' NAME='stationImg' ID='stationImg'/>","용산","팔당","","","<img src='https://wis.eseoul.go.kr/images/disable/subway/' alt='이촌 이미지' NAME='stationBigImg' ID='stationBigImg'/>","Y","<img src='http://wis.seoul.go.kr/images/disable/subway/20081021143442.jpg' alt='에스켈레이터 이미지' /><img src='http://wis.seoul.go.kr/images/disable/subway/20081021143830.jpg' alt='엘리베이터 이미지' /><img src='http://wis.seoul.go.kr/images/disable/subway/20081021143901.jpg' alt='화장실 이미지' /><img src='http://wis.seoul.go.kr/images/disable/subway/20081021143945.jpg' alt='휠체어리프트 이미지' />","||1@용산구민회관||||2@용산가족공원||||4@이촌1동사무소 중경고등학교 한강우체국||||5@용산공고 용산세무서||","긴급전화(역무실) : 02-798-3071","이촌 : 05시39분","이촌 : 24시26분","이촌 : 05시24분","이촌 : 24시13분"
"386","10","중앙선","서빙고","<img src='https://wis.eseoul.go.kr/images/disable/subway/' alt='서빙고 이미지' NAME='stationImg' ID='stationImg'/>","용산","팔당","","","<img src='https://wis.eseoul.go.kr/images/disable/subway/' alt='서빙고 이미지' NAME='stationBigImg' ID='stationBigImg'/>","Y","","||1@서빙고동사무소 용산가족공원||||2@신동아아파트||","긴급전화(역무실) : 02-3780-5442","서빙고 : 05시36분","서빙고 : 24시24분","서빙고 : 05시26분","서빙고 : 24시15분"
"431","12","인천선","동막","<img src='https://wis.eseoul.go.kr/images/disable/subway/' alt='동막 이미지' NAME='stationImg' ID='stationImg'/>","계약","동막","","","<img src='https://wis.eseoul.go.kr/images/disable/subway/' alt='동막 이미지' NAME='stationBigImg' ID='stationBigImg'/>","Y","","||1@남동공단 ||||2@124 125 126 127 128 129 130 131 132 133 134 135 136 137 138 139 174 블럭 ||||3@동춘동롤러스케이트장 대건고교 승기수질환경사업소 연수구민방위교육장  ||||4@무지개마을아파트 풍림2차아파트 현대1차아파트 인천여자공고 서면초등학교 동춘초등학교||","긴급전화(역무실) : 032-816-5584","동막 : 05시32분","동막 : 23시57분","",""
"193","4","4호선","동작","<img src='https://wis.eseoul.go.kr/images/disable/subway/4_193_M.jpg' alt='동작 이미지' NAME='stationImg' ID='stationImg'/>","당고개","오이도","http://wis.seoul.go.kr/rest/file/thumbnail/wye315sapei4aasxrff2v2yq7rihm5rt/1","승강기 위치는 1번 출구쪽에 있습니다.      승강기를 이용하여 2층 대합실로 올라가십시오.      우측 방향으로 이동하여 개찰구를 통과하십시오.      승강기를 이용하여 승강장으로 올라가십시오.","<img src='https://wis.eseoul.go.kr/images/disable/subway/20130228180416.jpg' alt='동작 이미지' NAME='stationBigImg' ID='stationBigImg'/>","Y","<img src='http://wis.seoul.go.kr/images/disable/subway/20081021143830.jpg' alt='엘리베이터 이미지' /><img src='http://wis.seoul.go.kr/images/disable/subway/20081021143901.jpg' alt='화장실 이미지' />","||1@한강홍수통제소 반포주공아파트 반포본동주민센터 동작대교(상류)전망쉼터 구름까페||||2@국립현충원 흑석동 방면 한강시민공원(반포지구) 동작대교 포토아일랜드 서래섬 동작대교(하류) 전망쉼터 노을카페||||3@방배동방면 삼호아파트||||4@국립서울현충원||","긴급전화(역무실) : 02-6110-4311","동작 : 05시38분","동작 : 24시15분","동작 : 06시01분","동작 : 23시54분"
"201","4","4호선","정부과천청사","<img src='https://wis.eseoul.go.kr/images/disable/subway/' alt='정부과천청사 이미지' NAME='stationImg' ID='stationImg'/>","당고개","오이도","","","<img src='https://wis.eseoul.go.kr/images/disable/subway/' alt='정부과천청사 이미지' NAME='stationBigImg' ID='stationBigImg'/>","Y","","||1@중앙공원호프호텔쇼핑센타||||2@뉴코아백화점국민은행한국노동교육원||||3@시민회관||||4@삼성생명주공4단지우체국||||5@주공2단지갈현동사무소||||6@중소기업청중앙공무원연수원국사편찬위원회||||7@종합청사||||8@종합청사||||9@시민회관||||10@시청시민회관관악산입구||||11@경찰소관악산입구한국통신농협||","긴급전화(역무실) : 02-503-2265","정부과천청사 : 05시30분","정부과천청사 : 24시47분","정부과천청사 : 06시03분","정부과천청사 : 24시44분"
"204","4","4호선","범계","<img src='https://wis.eseoul.go.kr/images/disable/subway/' alt='범계 이미지' NAME='stationImg' ID='stationImg'/>","당고개","오이도","","","<img src='https://wis.eseoul.go.kr/images/disable/subway/' alt='범계 이미지' NAME='stationBigImg' ID='stationBigImg'/>","Y","","||1@뉴코아백화점동안구청우체국||||2@영풍문고||||3@소방파출소||||4@범계초중교평촌고교혈액원||||6@목련마을(선경)||||7@교육청전파연구소안양경찰서부흥중고교||","긴급전화(역무실) : 031-384-7788","범계 : 05시22분","범계 : 24시38분","범계 : 06시11분","범계 : 24시52분"
"206","4","4호선","산본","<img src='https://wis.eseoul.go.kr/images/disable/subway/' alt='산본 이미지' NAME='stationImg' ID='stationImg'/>","당고개","오이도","","","<img src='https://wis.eseoul.go.kr/images/disable/subway/' alt='산본 이미지' NAME='stationBigImg' ID='stationBigImg'/>","Y","","||1@산본신도시중심상가주공678910단지시청경찰서국민은행조흥은행농협주공12345단지제일은행||||2@산본신도시중심상가주공678910단지시청경찰서국민은행조흥은행농협주공12345단지제일은행||","긴급전화(역무실) : 031-391-7788","산본 : 05시14분","산본 : 24시51분","산본 : 05시44분","산본 : 24시38분"
"214","4","4호선","안산","<img src='https://wis.eseoul.go.kr/images/disable/subway/' alt='안산 이미지' NAME='stationImg' ID='stationImg'/>","당고개","오이도","","","<img src='https://wis.eseoul.go.kr/images/disable/subway/' alt='안산 이미지' NAME='stationBigImg' ID='stationBigImg'/>","Y","","||1@유통상가||||2@주택지역||","긴급전화(역무실) : 031-491-7790","안산 : 05시08분","안산 : 24시29분","안산 : 05시30분","안산 : 24시51분"
"215","4","4호선","신길온천","<img src='https://wis.eseoul.go.kr/images/disable/subway/' alt='신길온천 이미지' NAME='stationImg' ID='stationImg'/>","당고개","오이도","","","<img src='https://wis.eseoul.go.kr/images/disable/subway/' alt='신길온천 이미지' NAME='stationBigImg' ID='stationBigImg'/>","Y","","||1@남광장||||2@북광장||","긴급전화(역무실) : 031-491-7787","신길온천 : 05시19분","신길온천 : 24시26분","신길온천 : 05시33분","신길온천 : 24시54분"
"252","5","5호선","군자","<img src='https://wis.eseoul.go.kr/images/disable/subway/5_252_M.jpg' alt='군자 이미지' NAME='stationImg' ID='stationImg'/>","방화","상일도마천","","","<img src='https://wis.eseoul.go.kr/images/disable/subway/' alt='군자 이미지' NAME='stationBigImg' ID='stationBigImg'/>","Y","<img src='http://wis.seoul.go.kr/images/disable/subway/20081021143830.jpg' alt='엘리베이터 이미지' /><img src='http://wis.seoul.go.kr/images/disable/subway/20081021143901.jpg' alt='화장실 이미지' />","||1@제일은행 신한은행 ||||2@중곡1동 ||||3@조흥은행 ||||4@하나은행 LG증권 ||||5@주택은행 ||||6@어린이대공원 국민은행 ||||7@세종대 군자동 ||||8@외횐은행 군자교 한일은행 ||","긴급전화(역무실) : 02-6311-5441","군자 : 05시32분","군자 : 24시51분","군자 : 05시37분","군자 : 24시41분"
"263","5","5호선","올림픽공원","<img src='https://wis.eseoul.go.kr/images/disable/subway/5_263_M.jpg' alt='올림픽공원 이미지' NAME='stationImg' ID='stationImg'/>","방화","상일도마천","","","<img src='https://wis.eseoul.go.kr/images/disable/subway/' alt='올림픽공원 이미지' NAME='stationBigImg' ID='stationBigImg'/>","Y","<img src='http://wis.seoul.go.kr/images/disable/subway/20081021143442.jpg' alt='에스켈레이터 이미지' /><img src='http://wis.seoul.go.kr/images/disable/subway/20081021143830.jpg' alt='엘리베이터 이미지' /><img src='http://wis.seoul.go.kr/images/disable/subway/20081021143901.jpg' alt='화장실 이미지' />","||1@세륜초등교 보성중고교 ||||2@외환은행 올림픽상가 오륜우체국 ||||3@올림픽경기장(펜싱체조 역도.테니스) 한국체육대학 ||","긴급전화(역무실) : 02-6311-5551","올림픽공원 : 05시41분","올림픽공원 : 24시38분","올림픽공원 : 05시34분","올림픽공원 : 24시38분"
"271","6","6호선","태릉입구","<img src='https://wis.eseoul.go.kr/images/disable/subway/6_271_M.jpg' alt='태릉입구 이미지' NAME='stationImg' ID='stationImg'/>","응암","봉화산","http://wis.seoul.go.kr/rest/file/thumbnail/5vo1tkk3pppohwdnlv6p5hatfiog2eca/1","6 7호선 환승은 지하1층 대합실에서 직진하시면 좌측에 환승통로가 보입니다.    환승통로에서 직진하시면 우측에 엘리베이터가 보입니다.    엘리베이터를 이용하시어 승강장으로 내려오십시오.    승강장에 내리시면 공릉 방면 승강장입니다.","<img src='https://wis.eseoul.go.kr/images/disable/subway/' alt='태릉입구 이미지' NAME='stationBigImg' ID='stationBigImg'/>","Y","<img src='http://wis.seoul.go.kr/images/disable/subway/20081021143442.jpg' alt='에스켈레이터 이미지' /><img src='http://wis.seoul.go.kr/images/disable/subway/20081021143830.jpg' alt='엘리베이터 이미지' /><img src='http://wis.seoul.go.kr/images/disable/subway/20081021143901.jpg' alt='화장실 이미지' /><img src='http://wis.seoul.go.kr/images/disable/subway/20081021143945.jpg' alt='휠체어리프트 이미지' />","||1@월계제3동 월릉교 월계3동사무소 한천초등학교||||2@태릉사거리||||3@공릉초등학교 동1로||||4@공릉제1동 공릉시장 공릉1동파출소||||5@서울지방법원북부지원 서울지방검찰청북부지청 공릉우체국||||6@공릉1동사무소 공릉소방파출소 육군사관학교 서울여자대학교 삼육대학교||||7@묵제1동 묵1동사무소 묵1동파출소||||8@묵제2동 태릉민방위교육장||","긴급전화(역무실) : 02-6311-6451","태릉입구 : 05시33분","태릉입구 : 24시48분","태릉입구 : 05시40분","태릉입구 : 24시56분"
"12","1","1호선","세마","<img src='https://wis.eseoul.go.kr/images/disable/subway/' alt='세마 이미지' NAME='stationImg' ID='stationImg'/>","구로","천안","","","<img src='https://wis.eseoul.go.kr/images/disable/subway/' alt='세마 이미지' NAME='stationBigImg' ID='stationBigImg'/>","Y","","","긴급전화(역무실) : 031-377-7166","세마 : 05시46분","세마 : 24시26분","세마 : 05시03분","세마 : 23시47분"
"23","1","1호선","관악","<img src='https://wis.eseoul.go.kr/images/disable/subway/' alt='관악 이미지' NAME='stationImg' ID='stationImg'/>","구로","천안","","","<img src='https://wis.eseoul.go.kr/images/disable/subway/' alt='관악 이미지' NAME='stationBigImg' ID='stationBigImg'/>","Y","","||1@석수1동안양유원지삼성APT한도APT삼막사삼성초등학교한마음선원안얀소년원||||2@석수2동남부햄럭키APT석수초등학교관악APT관악파출소그랜드부페천주교석수동성당||","긴급전화(역무실) : 031-471-7788","관악 : 05시37분","관악 : 24시16분","관악 : 05시14분","관악 : 23시58분"
"26","1","1호선","독산","<img src='https://wis.eseoul.go.kr/images/disable/subway/' alt='독산 이미지' NAME='stationImg' ID='stationImg'/>","구로","천안","","","<img src='https://wis.eseoul.go.kr/images/disable/subway/' alt='독산 이미지' NAME='stationBigImg' ID='stationBigImg'/>","Y","","","긴급전화(역무실) : 02-862-7878","독산 : 05시44분","독산 : 24시24분","독산 : 05시07분","독산 : 23시50분"
